Age,Gender,Weight (kg),protein_per_kg
23.37,Male,60.61,1.471869328493648
47.27,Male,97.6,0.9675204918032788
48.16,Male,128.37,0.838202072135234
19.8,Male,76.05,1.3182117028270874
38.96,Female,101.99,1.1033434650455929
31.94,Female,86.24,0.9323979591836736
22.09,Female,70.57,1.3709791696188185
30.51,Female,77.23,1.4781820536061114
41.42,Female,81.32,1.5472208558780127
52.04,Male,105.02,1.10502761378785
36.73,Female,73.46,1.1569561666212904
22.85,Female,86.85,0.9348301669545194
21.15,Male,89.27,1.3376274224263471
51.77,Female,86.0,0.9988372093023256
36.56,Female,76.44,1.2153322867608582
45.59,Male,108.62,0.9512060394034246
52.8,Female,94.04,0.6932156529136537
29.92,Female,60.26,1.328576169930302
20.72,Female,100.38,0.6729428172942817
28.6,Female,87.41,0.7594096785264843
31.96,Female,84.31,0.8784248606333769
26.16,Female,110.74,0.653512732526639
31.98,Female,84.22,0.8791260983139397
49.23,Female,70.3,0.9648648648648648
28.28,Male,85.11,0.7775819527670075
21.93,Female,61.58,1.9884702825592728
49.15,Male,60.97,1.310808594390684
46.31,Male,109.01,0.955508668929456
23.07,Male,116.79,1.0024830893055912
32.12,Male,67.93,1.3820108935669069
18.85,Female,72.3,0.9142461964038728
40.62,Female,66.86,1.2437930002991324
39.74,Male,72.14,0.9986138064873856
43.71,Female,69.37,1.3146893469799623
25.9,Female,74.05,1.1093855503038488
50.94,Male,109.44,0.6567068713450293
45.73,Female,60.19,1.6633992357534475
28.67,Male,86.07,0.9065876612059952
29.87,Female,121.88,0.786101083032491
38.85,Male,61.16,2.70863309352518
47.01,Female,62.16,1.4477155727155726
54.01,Female,83.77,2.1982810075205923
31.28,Male,63.39,1.4607982331598044
29.49,Female,87.73,1.7527641627721418
46.98,Male,89.79,1.3728700300701635
56.9,Female,80.95,1.1237801111797403
28.88,Female,85.93,0.8992202955894332
37.43,Female,77.09,0.9927357633934362
47.07,Male,66.84,1.419210053859964
20.03,Female,63.44,1.698455233291299
31.34,Female,64.91,1.508858419349869
46.78,Male,79.36,1.281123991935484
40.85,Male,78.49,1.3913874378901772
42.82,Male,113.21,1.0152813355710626
43.79,Female,77.36,1.0842812823164425
52.07,Female,71.11,1.7252144564758825
42.85,Female,65.91,1.3994841450462752
23.13,Female,106.75,0.5808899297423887
58.08,Female,75.8,0.8131926121372032
41.17,Male,62.12,1.4090470057952351
37.62,Male,76.51,1.07907463076722
54.95,Male,129.82,0.77168386997381
41.75,Male,71.82,1.2244500139236982
52.06,Male,79.69,1.2680386497678504
53.88,Female,69.62,2.3277793737431773
24.0,Male,72.44,1.2036167863059084
18.1,Male,64.87,1.4507476491444429
59.04,Male,85.96,0.9960446719404376
35.73,Male,90.2,1.0617516629711752
24.98,Female,62.26,1.782846129135882
31.18,Female,61.1,1.206873977086743
30.96,Female,60.31,1.228154534903001
32.77,Female,78.01,1.7941289578259196
40.01,Female,93.4,1.0921841541755888
34.26,Female,64.6,1.2897832817337462
36.25,Male,100.15,0.7807289066400399
48.17,Male,87.27,1.5894350865131204
46.89,Female,127.97,0.7622098929436587
43.12,Female,61.54,2.215957101072473
41.25,Male,94.19,1.5121562798598578
55.03,Male,117.69,0.7118701673889031
19.43,Male,73.14,1.1879956248290948
55.58,Male,90.55,1.2062948647156269
49.83,Male,96.19,1.2489863811206987
29.05,Male,68.77,1.3689108622946051
31.25,Female,70.49,1.3813306852035752
18.0,Male,68.33,1.7415483682130837
36.39,Male,122.12,0.6750736980019653
26.86,Male,77.07,2.192811729596471
58.92,Female,65.25,1.233256704980843
41.97,Female,98.2,0.9447046843177188
18.78,Male,73.44,1.1940359477124185
38.01,Male,77.35,1.054945054945055
52.9,Male,61.48,1.4934938191281717
45.2,Male,89.95,1.2575875486381325
42.1,Male,69.23,1.513939043767153
42.03,Male,97.87,0.943292122202922
23.44,Male,121.36,0.9174357284113382
55.76,Male,129.43,0.9098354322799967
24.89,Female,81.57,0.9610150790731888
59.34,Male,60.3,1.3464344941956885
44.31,Female,65.65,1.242193450114242
48.05,Female,94.73,1.200147788451388
56.7,Male,67.52,1.5202902843601898
34.31,Male,87.95,1.11847640704946
53.86,Male,77.78,1.996014399588583
27.73,Female,79.1,1.063716814159292
53.11,Male,64.46,1.2367359602854484
26.29,Male,63.74,1.2725133354251648
53.87,Male,117.82,0.8540994737735529
46.93,Female,88.81,1.414142551514469
22.95,Male,82.83,1.0621755402631898
30.84,Female,78.05,1.1365791159513132
30.69,Male,86.7,1.3439446366782006
42.17,Male,73.19,1.101106708566744
54.12,Male,70.02,2.3146243930305626
49.27,Female,69.81,1.4982094255837273
36.52,Female,109.51,0.7724408729796366
18.06,Male,68.39,1.7360725252229858
19.78,Female,71.66,0.871476416410829
46.93,Female,66.86,1.4018845348489382
43.28,Female,81.05,1.5680444170265269
19.13,Female,72.08,1.0405105438401776
21.27,Female,111.51,0.747825307147341
48.78,Male,81.64,1.3167564919157275
37.01,Female,74.74,1.4625367942199627
22.86,Male,61.16,1.4401569653368216
36.07,Female,99.48,0.7935263369521511
31.59,Female,63.74,1.4621901474741137
41.72,Male,63.18,1.2674897119341564
31.16,Male,66.1,1.1576399394856278
56.39,Female,67.67,1.50716713462391
39.33,Male,71.79,1.4198356317035798
18.02,Female,65.94,1.4467697907188355
52.0,Female,66.56,0.9899338942307692
47.9,Male,81.15,0.8920517560073936
43.52,Female,110.4,1.0209239130434782
53.76,Female,79.43,1.9555583532670275
45.05,Female,118.19,0.8108130975547847
36.27,Female,111.48,0.7122353785432365
43.82,Female,61.03,1.5371128952973947
33.83,Female,64.29,1.3109348265671177
34.08,Female,65.94,1.0221413406126785
45.05,Female,65.87,1.4347958099286473
56.11,Female,84.77,1.2484369470331484
51.83,Male,79.35,1.2722117202268433
32.85,Female,113.45,0.8477743499338917
19.78,Female,82.77,1.119971003986952
37.99,Female,71.66,1.1832263466368966
19.61,Female,111.08,0.7896110911055095
59.4,Male,77.86,0.8930131004366813
43.11,Male,61.16,2.2280902550686728
41.36,Male,66.97,1.118112587725847
53.61,Male,78.4,1.21734693877551
43.01,Female,95.54,1.0544274649361522
37.81,Female,88.81,1.9297376421574144
52.0,Male,70.73,1.304538385409303
34.17,Female,111.99,1.003750334851326
18.31,Female,82.98,0.9509520366353336
21.32,Male,80.91,0.7978000247188234
54.23,Male,116.69,1.0495329505527466
31.17,Female,63.64,1.4556882463859209
42.05,Female,73.68,1.092969598262758
21.47,Male,62.64,1.557950191570881
49.15,Male,105.73,0.95668211482077
32.0,Male,65.17,1.502224950130428
32.96,Male,74.05,0.963538149898717
55.34,Female,76.39,1.3449404372300038
19.06,Female,60.58,1.3441729943875869
45.08,Male,65.21,1.4428768593773964
37.34,Male,66.4,1.1746987951807228
19.91,Female,72.71,1.0606519048273966
27.7,Female,61.94,1.536002583144979
37.27,Male,69.35,1.4889689978370586
27.16,Male,80.89,0.9768821856842624
43.64,Female,86.05,1.4233585124927368
41.08,Female,66.37,1.1184270001506704
22.36,Male,86.11,1.171060271745442
49.61,Female,70.48,1.7043132803632235
28.46,Male,113.97,0.8057383521979469
52.0,Male,79.45,1.2680931403398363
53.89,Male,115.43,1.0771896387420947
30.97,Male,69.49,1.407396747733487
19.36,Female,76.75,1.0526384364820849
24.81,Female,82.36,1.187591063623118
38.2,Male,72.05,1.1672449687716864
25.77,Female,61.86,2.050921435499516
50.14,Female,69.68,1.1561423650975888
38.24,Male,83.68,1.1755497131931163
39.84,Female,63.23,1.7920291001107072
28.22,Male,83.88,0.7924415832141154
37.95,Male,123.18,0.753856145478162
45.7,Male,60.07,1.6683868819710337
53.31,Male,84.1,1.1932223543400713
41.21,Male,61.41,0.996580361504641
38.49,Female,86.82,0.9770790140520618
37.15,Female,76.45,0.9886200130804448
33.0,Female,81.56,0.9651790093182931
46.23,Male,61.67,1.5321874493270633
46.95,Male,87.21,1.0621488361426443
39.86,Male,87.69,0.6989394457748889
53.99,Female,78.27,1.2211575316213108
34.33,Female,75.22,2.1414517415580963
21.11,Female,101.43,0.7179335502316868
32.81,Male,78.36,0.9002041858090863
21.02,Female,88.76,1.340694006309148
25.73,Male,76.47,1.0188309140839544
38.89,Male,63.34,1.0546258288601198
45.26,Female,78.67,1.128511503749841
43.43,Female,86.64,1.411472760849492
24.79,Female,96.07,1.01592588737379
23.89,Male,88.21,1.3593696859766466
51.8,Male,67.85,1.3411938098747238
43.14,Male,96.15,0.8554342173686947
31.73,Female,107.82,1.4684659617881657
47.25,Male,87.51,1.057936235858759
43.0,Male,76.11,1.5485481539876496
22.14,Male,106.95,0.7698924731182796
53.19,Male,72.9,1.542798353909465
29.55,Male,122.02,0.7906900508113425
37.79,Male,92.0,0.9744565217391304
52.33,Male,68.5,1.3364963503649634
55.37,Male,76.72,1.3386339937434828
53.66,Male,74.68,1.2872254954472413
29.11,Female,87.02,0.7775224086416915
30.11,Female,114.01,0.8136128409788616
28.12,Male,70.82,1.310223100818978
53.56,Male,104.95,0.6567889471176751
33.94,Male,75.29,1.5696639659981404
20.45,Male,96.71,0.7983662496122428
42.68,Female,73.2,1.3860655737704917
43.09,Male,70.55,1.5345145287030475
35.98,Male,84.64,1.1570179584120983
40.08,Male,87.2,0.7065366972477064
50.0,Female,70.93,1.6575496968842518
57.92,Male,90.14,1.3857333037497226
55.15,Male,130.46,0.7727272727272727
32.05,Female,85.15,0.9305930710510862
53.12,Male,61.03,1.5140095035228576
26.91,Male,89.13,0.8950970492538989
29.07,Female,82.49,1.66044369014426
27.33,Female,76.96,2.1906185031185035
34.09,Female,102.26,0.9163895951496184
34.01,Female,75.49,2.1323354086633994
21.74,Female,95.93,1.137704576253518
42.54,Female,70.2,1.539173789173789
37.18,Female,74.61,1.463074654872001
47.9,Female,95.39,1.1918440088059543
53.27,Female,73.77,1.5239257150603227
21.12,Male,62.15,1.566693483507643
54.35,Female,67.28,2.309453032104637
54.19,Female,115.64,1.0670183327568314
31.88,Male,84.97,0.9350358950217724
18.96,Female,99.38,1.0122761118937411
30.51,Female,61.67,2.180476730987514
21.81,Male,96.58,1.1305653344377715
24.81,Male,67.04,1.6209725536992838
48.9,Female,81.87,0.9059484548674728
19.82,Male,124.2,0.9017713365539451
28.1,Male,82.03,1.1879800073143971
19.14,Female,110.5,0.5541176470588235
27.3,Male,76.27,2.218041169529304
23.12,Male,80.65,1.0804711717296962
44.13,Male,86.73,1.4103539720973133
56.83,Female,96.04,0.8574552269887545
44.0,Male,68.88,1.3182346109175378
32.44,Female,84.29,0.8774469094791789
35.07,Male,78.13,2.244848329706899
49.67,Female,87.77,1.7387490030762225
48.81,Female,82.4,0.945266990291262
44.8,Male,85.51,1.1974038124196
43.46,Male,109.1,0.9566452795600368
26.28,Male,72.86,1.0101564644523744
57.0,Male,85.62,0.9377481896753096
35.05,Female,64.63,1.7211821135695498
54.54,Female,71.9,1.467037552155772
20.84,Male,61.32,1.6079582517938682
46.99,Female,88.64,1.4206904332129964
40.33,Female,63.44,1.6204287515762923
18.0,Female,71.97,1.256078921772961
30.06,Male,69.8,1.3521489971346703
34.96,Female,97.72,1.0818665575112567
31.8,Male,75.45,1.447846255798542
22.14,Female,71.65,1.2135380321004885
21.95,Male,79.42,1.5659783429866532
59.06,Male,85.78,0.9953369083702496
22.71,Female,83.95,0.8385944014294223
18.21,Female,60.89,1.3015273443915256
28.84,Female,68.29,1.3811685459071603
49.93,Male,86.56,1.181492606284658
41.9,Male,63.64,2.572595851665619
58.99,Female,126.1,0.7570975416336241
58.91,Female,76.4,1.594109947643979
32.34,Male,62.17,1.408235483352099
44.7,Female,85.08,1.1949929478138224
55.36,Female,118.63,0.6983899519514456
32.32,Male,83.77,0.88134176912976
21.89,Male,100.82,0.9323546915294584
28.13,Male,102.09,0.8441571162699579
38.9,Male,71.57,1.4332821014391506
52.7,Male,125.27,0.5639817993134829
42.77,Female,113.06,1.0212276667256324
25.75,Male,70.93,1.6296348512618073
53.94,Female,85.86,1.390635918937806
52.84,Male,73.87,1.5344524164072018
42.26,Female,72.14,1.2152758525090104
44.34,Female,69.04,1.3130069524913093
27.9,Male,128.47,0.5360006227134739
50.17,Female,86.3,1.190614136732329
27.56,Female,73.14,1.160924254853705
29.97,Female,91.38,1.2291529875246223
42.72,Male,82.9,1.3529553679131483
18.0,Male,64.65,1.482443928847641
52.02,Male,81.59,1.0709645789925235
18.86,Male,64.46,1.8543282655910645
36.56,Female,103.37,1.1091225694108542
38.96,Female,85.82,1.171288743882545
49.1,Male,84.75,1.0949852507374631
55.14,Male,71.49,1.2163939012449294
20.15,Male,70.83,1.5558379217845546
30.84,Male,77.66,1.1577388617048674
31.23,Male,77.6,0.8082474226804124
46.67,Male,127.31,0.5910768989081768
43.89,Male,69.88,1.2997996565540928
29.58,Male,62.77,1.9941054643938183
53.88,Male,75.3,0.9289508632138116
50.73,Female,64.64,2.037902227722772
43.67,Female,61.42,1.5247476392054706
49.42,Male,89.4,0.9231543624161074
41.52,Male,72.56,1.0782800441014333
51.51,Female,74.06,1.6645962732919255
39.98,Male,63.5,1.54
42.67,Male,73.11,1.3902338941321295
18.76,Female,95.99,1.238462339827065
51.09,Female,88.16,1.2712114337568057
51.9,Male,80.13,0.9001622363659054
22.53,Male,86.66,0.9366489729979228
51.9,Male,64.87,1.3275782333898567
41.55,Female,64.8,1.864814814814815
58.8,Female,76.31,1.58603066439523
37.91,Female,92.05,0.9739272134709398
41.22,Female,82.03,1.5338290869194195
42.87,Male,66.21,1.8695061169007705
20.15,Female,71.42,1.528843461215346
56.93,Female,63.68,1.3011934673366834
31.93,Female,70.12,1.1551625784369652
40.79,Female,63.55,1.2325727773406767
43.03,Female,72.96,1.6843475877192984
28.14,Male,70.18,1.460102593331433
57.04,Female,83.57,0.9414861792509276
45.03,Male,73.3,1.8442019099590723
57.89,Male,67.28,1.3409631391200951
49.97,Male,68.78,1.674614713579529
58.92,Male,96.57,1.1409340374857615
49.9,Male,67.43,1.5098620791932371
45.3,Male,79.62,1.90241145440844
46.97,Male,65.9,1.7867981790591805
46.08,Male,108.11,0.9545832947923412
18.74,Male,65.55,1.2270022883295195
45.58,Male,60.08,1.6569573901464714
31.15,Female,79.14,1.5371493555724034
36.15,Male,109.83,0.7854866612036784
21.89,Female,79.01,1.5656246044804454
20.05,Female,120.28,1.095942800133023
48.87,Female,69.56,1.1847326049453708
19.91,Male,75.54,2.1125231665342863
51.91,Male,63.84,1.2307330827067668
32.01,Male,126.25,0.973069306930693
54.12,Female,83.83,2.196230466420136
30.08,Male,62.95,2.4957903097696588
53.62,Female,67.67,1.4572188562139796
19.63,Male,64.57,1.6729131175468486
18.05,Female,60.66,1.3321793603692715
42.74,Male,80.79,1.5751949498700333
27.87,Female,122.2,1.04721767594108
22.14,Female,101.79,0.9039198349543176
59.09,Female,89.67,1.0936768149882905
47.96,Female,84.45,1.0984014209591475
41.84,Female,76.03,1.0277522030777324
40.79,Male,77.93,1.2866675221352497
54.1,Female,64.72,1.3742274412855378
30.04,Male,60.67,1.3192681720784574
56.03,Male,109.26,0.9705290133626212
19.78,Male,82.66,1.121824340672635
21.93,Female,106.52,0.7734697709350357
48.09,Male,68.4,1.5514619883040934
50.9,Male,115.7,0.9646499567847884
42.75,Female,95.51,0.8614804732488744
52.09,Female,66.3,1.450075414781297
26.02,Female,71.01,1.2271511054781017
19.11,Male,73.9,1.8470906630581867
35.89,Male,123.87,0.9817550657947848
28.15,Male,113.98,0.7966309878926127
22.92,Female,114.94,0.940142683139029
40.03,Female,61.88,2.362960568842922
46.87,Female,97.82,0.972909425475363
41.96,Male,76.22,1.0195486748884806
32.87,Male,65.33,1.2248584111434258
32.19,Male,126.32,0.9763299556681444
58.74,Male,97.05,1.1284904688304995
49.1,Male,60.63,1.314365825498928
46.24,Female,75.65,1.605419695968275
56.91,Male,126.32,0.943556048131729
28.03,Male,108.0,0.8197222222222222
58.11,Female,75.74,1.0003960918933192
48.88,Female,70.11,0.9603480245328768
33.66,Female,92.02,0.7200608563355793
37.02,Male,69.4,1.0731988472622478
37.88,Female,61.26,1.2682011100228534
46.39,Female,98.41,0.958744030078244
47.85,Female,129.09,0.835928422031141
38.75,Female,68.55,1.8673960612691465
42.9,Male,81.57,1.5600098075272772
43.99,Female,97.73,0.9636754323135168
33.61,Male,74.84,1.610502405130946
21.82,Male,93.16,1.0982181193645342
43.5,Female,83.66,1.3368395888118576
20.65,Female,67.87,1.375276263444821
57.25,Male,61.14,2.2072293097808307
22.25,Male,78.34,0.9840439111564974
36.47,Male,69.44,1.4919354838709675
49.35,Male,84.64,1.0977079395085063
48.34,Male,66.9,1.2496263079222718
33.22,Male,74.07,0.9663831510733092
57.09,Female,126.83,0.9409445714736262
44.34,Female,69.44,1.305443548387097
30.01,Male,107.92,1.1016493699036325
30.03,Male,120.19,0.7534736666944005
42.87,Male,127.98,1.284419440537584
22.0,Male,98.51,1.0552228200182725
44.22,Female,61.78,1.5182907089673032
25.14,Male,94.96,1.0343302443133953
49.11,Female,78.32,0.9980847803881512
49.8,Male,70.1,1.6781740370898717
49.29,Female,84.76,1.0936762623879188
35.68,Female,109.34,0.7825132613865008
27.98,Male,67.04,0.9947792362768496
31.94,Male,89.44,1.5091681574239713
18.0,Female,61.98,1.384962891255244
22.7,Male,121.87,0.9144170017231475
26.36,Male,61.42,2.065939433409313
27.0,Male,69.37,1.814040651578492
40.78,Female,72.22,1.2071448352256993
24.65,Female,75.99,1.270167127253586
50.89,Female,65.39,1.3595350971096498
41.96,Female,78.73,1.6382573351962402
21.93,Male,71.1,1.849648382559775
29.02,Male,80.35,1.1988799004355943
19.92,Female,82.12,0.9911105698977106
50.98,Female,70.08,1.02939497716895
49.06,Female,105.75,0.9549881796690308
18.08,Male,126.04,0.9339892097746748
47.81,Female,73.56,1.3274877650897228
20.58,Male,92.6,1.103671706263499
32.9,Female,117.03,0.8021874732974451
31.78,Female,84.77,0.9267429515158664
26.03,Female,86.54,1.169632539865958
53.96,Female,86.64,1.3549168975069252
43.19,Female,60.66,1.1137487636003958
24.97,Female,65.33,1.7552426144191031
59.09,Male,89.82,1.0947450456468493
52.2,Male,85.62,1.1925951880401775
33.02,Female,106.48,0.6921487603305785
26.07,Male,64.78,1.2439024390243902
24.94,Female,111.74,0.7656166099874709
54.16,Female,71.27,1.474112529816192
25.69,Female,127.27,0.9317199654278306
56.96,Male,96.69,1.3654979832454237
41.94,Female,69.21,1.5127871694841788
22.18,Male,61.94,1.9754601226993864
45.94,Female,88.55,1.078599661208357
56.98,Male,75.51,0.9719242484439148
28.0,Male,102.1,0.8440744368266406
51.1,Male,109.3,0.652516010978957
53.89,Male,86.1,1.24808362369338
58.19,Male,65.15,1.5046815042210282
28.29,Female,76.93,0.938125568698817
21.96,Female,88.36,1.8002489814395652
47.11,Male,86.89,1.064219127632639
58.85,Male,123.69,0.9485002829654782
50.77,Female,102.99,1.213807165744247
59.43,Female,96.56,1.142709196354598
31.66,Female,96.59,1.139973082099596
48.22,Male,86.75,1.6010374639769451
48.25,Male,115.34,0.9744234437315762
58.9,Male,71.1,1.4952180028129396
55.1,Male,75.46,1.6237741849986749
28.07,Male,62.39,1.5364641769514344
20.25,Female,65.0,1.664153846153846
43.09,Female,82.77,1.3469856228101968
23.19,Female,71.29,1.5849347734605133
29.31,Female,88.52,1.736556710347944
50.5,Female,68.88,1.1733449477351916
18.0,Male,87.26,0.9393765757506304
57.89,Male,82.51,1.227245182402133
46.71,Male,85.38,1.1523776059967206
28.17,Male,67.8,0.9828908554572272
39.68,Male,81.8,1.17799511002445
57.95,Male,65.68,1.3762180267965891
44.72,Male,79.49,1.896842370109448
33.31,Female,63.44,1.532629255989912
35.65,Female,84.03,1.1657741282875165
55.22,Male,84.5,1.2037869822485208
56.6,Female,64.06,2.3250078051826413
49.22,Male,82.31,1.3051877050176164
31.13,Female,63.57,1.667295894289759
19.46,Female,89.71,1.121948500724557
32.38,Male,64.69,1.5167722986551246
18.78,Female,73.84,1.8422264355362947
52.88,Male,105.31,0.6488462634127813
47.92,Male,87.28,1.5885655362053164
50.12,Female,89.67,1.3464926954388312
27.66,Female,62.36,1.530788967286722
29.88,Female,79.47,1.084182710456776
39.23,Male,72.33,1.412138808240011
28.08,Female,71.43,1.2959540809183814
38.91,Male,64.26,1.9365079365079363
34.99,Male,85.2,0.7687793427230046
44.1,Female,86.75,1.4095677233429396
51.99,Male,70.48,1.7265891032917138
28.34,Female,62.2,1.5372990353697749
20.98,Female,86.12,0.9239433348815604
47.01,Female,85.61,1.8901997430206752
25.25,Female,104.43,0.757828210284401
22.32,Male,85.97,1.1672676515063394
43.24,Female,72.59,1.6867337098773936
33.84,Male,66.35,1.2636021100226076
46.66,Female,84.31,1.1518206618431976
47.2,Female,73.69,0.9609173564934184
34.13,Male,64.36,1.2987880671224363
25.78,Female,72.72,1.0039878987898792
33.14,Female,74.31,0.9632620104965685
44.9,Male,78.45,1.130019120458891
32.11,Female,62.19,1.297636275928606
45.67,Female,66.63,1.395317424583521
34.62,Male,127.05,0.9331759149940968
43.42,Male,70.09,1.546868312170067
22.11,Female,71.46,1.3649594178561435
31.71,Female,89.25,1.509467787114846
46.63,Female,86.87,1.0645792563600782
43.07,Male,73.58,1.6719217178581136
58.95,Male,89.92,1.0976423487544484
47.02,Male,80.06,1.2671746190357231
40.66,Male,82.14,1.2907231555880203
45.7,Female,109.25,0.9480091533180778
24.84,Male,104.81,0.7644308749165156
24.22,Male,69.57,1.63734368262182
49.11,Male,61.42,1.7595245848257894
26.8,Female,89.41,0.9231629571636284
40.96,Male,82.21,1.5393504439849168
32.45,Male,66.06,1.4953072963972147
45.96,Male,88.75,1.0676056338028168
21.12,Male,109.83,0.7520713830465264
18.71,Male,72.58,0.9009368972168642
53.9,Male,73.95,0.9360378634212304
47.83,Male,68.53,1.5467678389026704
40.54,Female,94.55,1.5011105235325226
31.4,Male,86.72,1.296010147601476
21.06,Female,62.62,1.5466304694985626
53.64,Male,67.58,2.3097070139094407
26.13,Male,72.68,1.1271326362135388
56.13,Female,129.25,0.5377949709864603
30.1,Male,61.86,2.188490139023602
24.11,Male,68.93,1.6500797910924123
22.33,Female,86.59,1.1570620163991223
22.24,Female,70.51,1.2376967805984964
29.7,Male,108.12,1.0974842767295596
46.53,Female,73.03,1.541832123784746
49.66,Male,79.84,1.0820390781563125
19.92,Female,110.79,0.7913169058579294
36.18,Female,121.93,0.6776019027310752
46.82,Female,66.45,1.4090293453724605
58.91,Female,76.13,1.581636674110075
32.86,Male,102.9,1.119922254616132
40.08,Male,64.42,1.614095001552313
48.79,Female,77.88,1.0184899845916795
50.08,Male,64.49,2.0468289657311214
42.88,Male,72.77,1.6968530988044526
29.41,Male,125.82,0.6045143856302655
36.98,Male,73.32,1.642389525368249
27.18,Female,107.65,0.917882025081282
35.08,Male,126.59,0.9428864839244806
41.37,Female,71.75,1.495609756097561
49.6,Female,61.65,1.6139497161394971
36.2,Female,123.84,0.9820736434108528
36.98,Male,124.07,0.7129040058031757
52.8,Female,68.17,1.488044594396362
40.71,Female,62.41,1.0051273834321424
27.3,Male,76.78,2.2055222714248504
54.03,Female,78.09,0.9021641695479576
20.73,Female,101.29,0.6811136341198538
18.32,Male,82.07,1.3055927866455466
47.95,Female,80.93,0.9089336463610528
31.85,Female,61.58,1.3220201364079247
39.96,Female,68.54,1.6043186460461043
41.02,Female,79.0,1.3887341772151898
42.97,Female,61.3,2.2184339314845025
56.12,Male,88.42,0.8803438136168288
21.27,Female,125.55,1.3920350457984867
39.25,Female,71.02,1.4394536750211209
32.33,Female,77.3,0.8247089262613195
38.92,Female,62.73,1.067750677506775
30.87,Male,87.08,1.342558566835094
41.2,Female,78.14,1.398387509598157
52.9,Female,67.56,1.4841622261693308
36.04,Male,83.41,1.180194221316389
